1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
11,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,nan,nan,nan,nan,nan,nan,10.503829589630353
12,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,nan,nan,nan,nan,nan,nan,nan
13,1,0,0,1,0,0,0,2,0,0,1,0,0,0,1,nan,nan,12.56288814039598,nan,nan,nan,nan
14,1,0,0,1,0,0,0,2,0,0,1,0,0,0,1,nan,nan,nan,nan,nan,nan,nan
15,1,1,0,1,0,0,0,2,0,0,1,0,0,0,1,14.804912429754593,nan,nan,nan,nan,nan,nan
16,1,1,0,1,0,0,0,2,0,0,1,0,0,1,0,nan,nan,nan,nan,nan,15.074596814886823,nan
17,1,1,0,1,0,0,0,2,0,0,1,0,1,0,0,nan,nan,nan,nan,16.957892780727313,nan,nan
18,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,nan,17.96021317975545,nan,nan,nan,nan,nan
19,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,nan,nan,nan,nan,nan,nan,nan
20,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,nan,nan,nan,nan,nan,nan,nan
21,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,nan,nan,nan,nan,nan,nan,nan
22,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,nan,nan,nan,nan,nan,nan,nan
23,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,nan,nan,nan,nan,nan,nan,nan
24,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,nan,nan,nan,nan,nan,nan,nan
25,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,nan,nan,nan,nan,nan,nan,nan
26,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,nan,nan,nan,nan,nan,nan,nan
27,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,nan,nan,nan,nan,nan,nan,nan
28,1,0,1,1,0,0,0,2,0,1,0,0,1,0,0,nan,9.25425331855935,nan,nan,nan,nan,nan
29,1,0,1,1,0,0,0,2,0,1,0,0,1,0,0,nan,nan,nan,nan,nan,nan,nan
30,1,0,1,1,0,0,0,2,0,1,0,0,1,0,0,nan,nan,nan,nan,nan,nan,nan
31,1,0,1,1,0,0,0,2,0,1,0,0,1,0,0,nan,nan,nan,nan,nan,nan,nan
32,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,nan,nan,nan,31.772857108112017,nan,nan,nan
33,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
34,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
35,1,0,1,0,0,0,0,3,0,1,0,0,0,0,1,nan,nan,nan,nan,nan,nan,24.33612576374789
36,1,0,1,0,0,0,0,3,0,1,0,0,0,0,1,nan,nan,nan,nan,nan,nan,nan
37,1,0,1,0,0,0,0,3,0,1,0,0,0,0,1,nan,nan,nan,nan,nan,nan,nan
38,1,0,1,0,0,0,0,3,0,1,0,0,0,1,0,nan,nan,nan,nan,nan,22.323767920036815,nan
39,1,0,1,0,0,0,0,3,0,1,0,0,0,1,0,nan,nan,nan,nan,nan,nan,nan
40,1,0,1,0,0,0,0,3,0,1,0,0,0,1,0,nan,nan,nan,nan,nan,nan,nan
41,1,0,1,0,0,0,0,3,0,1,0,0,0,1,0,nan,nan,nan,nan,nan,nan,nan
42,1,0,1,0,0,0,0,3,0,1,0,0,0,1,0,nan,nan,nan,nan,nan,nan,nan
43,1,0,0,1,0,0,0,3,0,0,0,0,0,1,0,27.723070937254782,nan,29.756419552331668,nan,nan,nan,nan
44,1,0,0,1,0,0,0,3,0,0,0,0,0,1,0,nan,nan,nan,nan,nan,nan,nan
45,1,0,0,1,0,0,0,3,0,0,0,0,0,1,0,nan,nan,nan,nan,nan,nan,nan
46,1,0,0,1,0,0,0,3,0,0,0,0,0,1,0,nan,nan,nan,nan,nan,nan,nan
